input,output
"Premises:
1.Deng Xiaoping served as the paramount leader of the People's Republic of China (PRC).
2.Deng Xiaoping was praised for his reaffirmation of the reform program in his Southern Tour of 1992 as well as the reversion of Hong Kong to Chinese control in 1997 and the return of Macau in 1999.
3.As the party's Secretary-General under Mao and Vice Premier in he 1950s, Deng Xiaoping presided over the Anti-Rightist Campaign launched by Mao.
4.Deng Xiaoping became instrumental in China's economic reconstruction following the disastrous Great Leap Forward (1958–1960).
5.Mao Zedong died in 1976.
6.After Mao Zedong's death, Deng Xiaoping gradually rose to supreme power.

Conclusion:
The paramount leader of the PRC was also the vice premier.","We can get these predicates:
ParamountLeaderOf(x,y),PraisedFor(x,y),PartysSecretaryGeneral(x),Under(x,y),VicePremier(x),PresidedOver(x,y),LaunchedBy(x,y),InstrumentalIn(x,y),Following(x,y),Disastrous(x),DiedIn(x,y),GraduallyRoseTo(x,y)
We can get these constants:
dengxiaoping,supremepower
Let's translate one by one.
Premises:
1.Text:Deng Xiaoping served as the paramount leader of the People's Republic of China (PRC).
Predicates:
ParamountLeaderOf(x,y)
Constants:
dengxiaoping,prc
Fol:ParamountLeaderOf(dengxiaoping, prc)
2.Text:Deng Xiaoping was praised for his reaffirmation of the reform program in his Southern Tour of 1992 as well as the reversion of Hong Kong to Chinese control in 1997 and the return of Macau in 1999.
Predicates:
PraisedFor(x,y)
Constants:
dengxiaoping,reversionofhongkong,reaffirmationofreformprogram,returnofmacau
Fol:PraisedFor(dengxiaoping, reaffirmationofreformprogram) ∧ PraisedFor(dengxiaoping, reversionofhongkong) ∧ PraisedFor(dengxiaoping, returnofmacau)
3.Text:As the party's Secretary-General under Mao and Vice Premier in he 1950s, Deng Xiaoping presided over the Anti-Rightist Campaign launched by Mao.
Predicates:
PresidedOver(x,y),VicePremier(x),LaunchedBy(x,y),Under(x,y),PartysSecretaryGeneral(x)
Constants:
dengxiaoping,mao,antirightistcampaign
Fol:PartysSecretaryGeneral(dengxiaoping) ∧ Under(dengxiaoping, mao) ∧ VicePremier(dengxiaoping) ∧ PresidedOver(dengxiaoping, antirightistcampaign) ∧ LaunchedBy(antirightistcampaign, mao)
4.Text:Deng Xiaoping became instrumental in China's economic reconstruction following the disastrous Great Leap Forward (1958–1960).
Predicates:
InstrumentalIn(x,y),Following(x,y),Disastrous(x)
Constants:
dengxiaoping,greatleapforward,chinaseconomicreconstruction
Fol:InstrumentalIn(dengxiaoping, chinaseconomicreconstruction) ∧ Following(chinaseconomicreconstruction, greatleapforward) ∧ Disastrous(greatleapforward)
5.Text:Mao Zedong died in 1976.
Predicates:
DiedIn(x,y)
Constants:
mao
Fol:DiedIn(mao, y1976)
6.Text:After Mao Zedong's death, Deng Xiaoping gradually rose to supreme power.
Predicates:
GraduallyRoseTo(x,y)
Constants:
dengxiaoping,supremepower
Fol:GraduallyRoseTo(dengxiaoping, supremepower)
Conclusion:
Text:The paramount leader of the PRC was also the vice premier.
Predicates:
VicePremier(x),ParamountLeaderOf(x,y)
Constants:
dengxiaoping,prc
Fol:ParamountLeaderOf(dengxiaoping, prc) ∧ VicePremier(dengxiaoping)"
"Premises:
1.Guam has participated in the Winter Olympics.
2.In 1988, the Winter Olympics were held in Calgary.
3.Guam sent an athlete to the Calgary Winter Olympics.
4.If Guan sent an athlete to the Calgary Winter Olympics, then it participated in the Calgary Winter Olympics.
5.Judd Bankert is the only athlete from Guam who has ever competed in the Winter Olympics.

Conclusion:
Guam has participated in the Summer Olympics at least once.","We can get these predicates:
ParticipatedIn(x,y),Year(x),BeHeld(x,y),SendAthletes(x),BeFrom(x,y)
We can get these constants:
bankert,winterolympics,guam
Let's translate one by one.
Premises:
1.Text:Guam has participated in the Winter Olympics.
Predicates:
ParticipatedIn(x,y)
Constants:
winterolympics,guam
Fol:ParticipatedIn(guam, winterolympics)
2.Text:In 1988, the Winter Olympics were held in Calgary.
Predicates:
BeHeld(x,y),Year(x)
Constants:
calgary,winterolympics
Fol:Year(y1988) → BeHeld(winterolympics, calgary)
3.Text:Guam sent an athlete to the Calgary Winter Olympics.
Predicates:
BeHeld(x,y),SendAthletes(x)
Constants:
calgary,winterolympics,guam
Fol:BeHeld(winterolympics, calgary) → SendAthletes(guam)
4.Text:If Guan sent an athlete to the Calgary Winter Olympics, then it participated in the Calgary Winter Olympics.
Predicates:
SendAthletes(x),ParticipatedIn(x,y)
Constants:
winterolympics,guam
Fol:SendAthletes(guam) → ParticipatedIn(guam, winterolympics)
5.Text:Judd Bankert is the only athlete from Guam who has ever competed in the Winter Olympics.
Predicates:
ParticipatedIn(x,y),BeFrom(x,y)
Constants:
bankert,winterolympics,guam
Fol:BeFrom(bankert, guam) ∧ ParticipatedIn(bankert, winterolympics)
Conclusion:
Text:Guam has participated in the Summer Olympics at least once.
Predicates:
ParticipatedIn(x,y)
Constants:
summerolympics,guam
Fol:ParticipatedIn(guam, summerolympics)"
"Premises:
1.All students are members of the university.
2.All graduate students are students.
3.All PhD students are graduate students.
4.Some PhD students have high IQs.
5.If John is not a PhD student, then he is not a member of the university.
6.If John has a high IQ, then he is a PhD student or a graduate student.

Conclusion:
John has a high IQ.","We can get these predicates:
Student(x),MemberOfUniversity(x),GraduateStudent(x),PhDStudent(x),HighIQ(x)
We can get these constants:
john
Let's translate one by one.
Premises:
1.Text:All students are members of the university.
Predicates:
MemberOfUniversity(x),Student(x)
Fol:∀x (Student(x) → MemberOfUniversity(x))
2.Text:All graduate students are students.
Predicates:
GraduateStudent(x),Student(x)
Fol:∀x (GraduateStudent(x) → Student(x))
3.Text:All PhD students are graduate students.
Predicates:
GraduateStudent(x),PhDStudent(x)
Fol:∀x (PhDStudent(x) → GraduateStudent(x))
4.Text:Some PhD students have high IQs.
Predicates:
HighIQ(x),PhDStudent(x)
Fol:∃x (PhDStudent(x) ∧ HighIQ(x))
5.Text:If John is not a PhD student, then he is not a member of the university.
Predicates:
MemberOfUniversity(x),PhDStudent(x)
Constants:
john
Fol:¬PhDStudent(john) → ¬MemberOfUniversity(john)
6.Text:If John has a high IQ, then he is a PhD student or a graduate student.
Predicates:
GraduateStudent(x),HighIQ(x),PhDStudent(x)
Constants:
john
Fol:HighIQ(john) → PhDStudent(john) ⊕ GraduateStudent(john)
Conclusion:
Text:John has a high IQ.
Predicates:
HighIQ(x)
Constants:
john
Fol:HighIQ(john)"
"Premises:
1.A game is played with three stages: red stage, yellow stage, and green stage.
2.Each player begins at the red stage.
3.All players must reach the yellow stage before they can reach the green stage.
4.The yellow stage comes after the red stage.
5.All players must proceed one stage at a time.

Conclusion:
It is possible to complete the game without ever reaching the green stage.","We can get these predicates:
Player(x),StartRed(x),YellowToGreen(x),RedToYellow(x),RedToGreen(x),ReachedGreen(x)
We can get these constants:

Let's translate one by one.
Premises:
1.Text:A game is played with three stages: red stage, yellow stage, and green stage.
Predicates:
Player(x)
Fol:∃x (Player(x))
2.Text:Each player begins at the red stage.
Predicates:
StartRed(x),Player(x)
Fol:∀x (Player(x) → StartRed(x))
3.Text:All players must reach the yellow stage before they can reach the green stage.
Predicates:
Player(x),YellowToGreen(x)
Fol:∀x (Player(x) → YellowToGreen(x))
4.Text:The yellow stage comes after the red stage.
Predicates:
RedToYellow(x),Player(x)
Fol:∀x (Player(x) → RedToYellow(x))
5.Text:All players must proceed one stage at a time.
Predicates:
RedToGreen(x),Player(x)
Fol:∀x (Player(x) → ¬RedToGreen(x))
Conclusion:
Text:It is possible to complete the game without ever reaching the green stage.
Predicates:
ReachedGreen(x),Player(x)
Fol:∃x (Player(x) ∧ ¬ReachedGreen(x))"
"Premises:
1.All commerical aircraft are produced by either Boeing or Airbus.
2.All American Airlines jets are commerical aircraft.
3.Airbus made more in revenue than Boeing last year.

Conclusion:
There exists a SpaceX commerical aircraft.","We can get these predicates:
CommercialAircraft(x),ProducedBy(x,y),AmericanAirlinesAircraft(x),MoreinRevenue(x,y)
We can get these constants:
airbus,boeing
Let's translate one by one.
Premises:
1.Text:All commerical aircraft are produced by either Boeing or Airbus.
Predicates:
CommercialAircraft(x),ProducedBy(x,y)
Constants:
airbus,boeing
Fol:∀x (CommercialAircraft(x) → ProducedBy(x, boeing) ⊕ ProducedBy(x, airbus))
2.Text:All American Airlines jets are commerical aircraft.
Predicates:
CommercialAircraft(x),AmericanAirlinesAircraft(x)
Fol:∀x (AmericanAirlinesAircraft(x) → CommercialAircraft(x))
3.Text:Airbus made more in revenue than Boeing last year.
Predicates:
MoreinRevenue(x,y)
Constants:
airbus,boeing
Fol:MoreinRevenue(airbus, boeing)
Conclusion:
Text:There exists a SpaceX commerical aircraft.
Predicates:
CommercialAircraft(x),ProducedBy(x,y)
Constants:
spaceX
Fol:∃x (CommercialAircraft(x) ∧ ProducedBy(x, spaceX))"
"Premises:
1.People either value physical touch as an especially important love language or value words of affirmation as an especially important love language.
2.If a person values physical touch as an especially important love language, then they are good with pets.
3.No people that are good with pets are scared of animals.
4.People are either scared of animals or love animals.
5.Adam is either a person who values physical touch as an especially important love language or a person who loves animals.

Conclusion:
Adam is scared of animals.","We can get these predicates:
Physical(x),Words(x),GoodWithPets(x),ScaredOfAnimals(x),LoveAnimals(x)
We can get these constants:
adam
Let's translate one by one.
Premises:
1.Text:People either value physical touch as an especially important love language or value words of affirmation as an especially important love language.
Predicates:
Words(x),Physical(x)
Fol:∀x (Physical(x) ∨ Words(x))
2.Text:If a person values physical touch as an especially important love language, then they are good with pets.
Predicates:
GoodWithPets(x),Physical(x)
Fol:∀x (Physical(x) → GoodWithPets(x))
3.Text:No people that are good with pets are scared of animals.
Predicates:
ScaredOfAnimals(x),GoodWithPets(x)
Fol:∀x (GoodWithPets(x) → ¬ScaredOfAnimals(x))
4.Text:People are either scared of animals or love animals.
Predicates:
LoveAnimals(x),ScaredOfAnimals(x)
Fol:∀x (ScaredOfAnimals(x) ∨ LoveAnimals(x))
5.Text:Adam is either a person who values physical touch as an especially important love language or a person who loves animals.
Predicates:
LoveAnimals(x),Physical(x)
Constants:
adam
Fol:Physical(adam) ⊕ LoveAnimals(adam)
Conclusion:
Text:Adam is scared of animals.
Predicates:
ScaredOfAnimals(x)
Constants:
adam
Fol:ScaredOfAnimals(adam)"
"Premises:
1.ETS develops various standardized tests primarily in the United States for K-12 and higher education.
2.ETS administers international tests including the TOEFL, TOEIC, GRE and subject tests in more than 180 countries.
3.Many of the assessments ETS develops are associated with entry to the US tertiary and quaternary education institutions.
4.ETS also develops K-12 statewide assessments used for accountability testing in many states.

Conclusion:
ETS develops assessments for K-12 statewide as well as entry to US tertiary and quaternary education institutions.","We can get these predicates:
Develops(x,y),StandardizedTest(x),In(x,y),For(x,y),Administers(x,y),InternationalTest(x),TOEFL(x),TOEIC(x),GRE(x),SubjectTests(x),AssociatedWith(x,y),StateWideAssesment(x),UsedFor(x,y)
We can get these constants:
accountabilitytesting,ets
Let's translate one by one.
Premises:
1.Text:ETS develops various standardized tests primarily in the United States for K-12 and higher education.
Predicates:
Develops(x,y),StandardizedTest(x),For(x,y),In(x,y)
Constants:
unitedstates,k-12andhighereducation,ets
Fol:∃x (Develops(ets, x) ∧ StandardizedTest(x) ∧ In(x, unitedstates) ∧ For(x, k-12andhighereducation))
2.Text:ETS administers international tests including the TOEFL, TOEIC, GRE and subject tests in more than 180 countries.
Predicates:
GRE(x),SubjectTests(x),InternationalTest(x),TOEFL(x),Administers(x,y),TOEIC(x)
Constants:
ets
Fol:∃x (Administers(ets, x) ∧ InternationalTest(x) ∧ (TOEFL(x) ∨ TOEIC(x) ∨ GRE(x) ∨ SubjectTests(x)))
3.Text:Many of the assessments ETS develops are associated with entry to the US tertiary and quaternary education institutions.
Predicates:
Develops(x,y),AssociatedWith(x,y)
Constants:
entrytouseducationinstitutions,ets
Fol:∃x (Develops(ets, x) ∧ AssociatedWith(x, entrytouseducationinstitutions))
4.Text:ETS also develops K-12 statewide assessments used for accountability testing in many states.
Predicates:
UsedFor(x,y),StateWideAssesment(x),Develops(x,y)
Constants:
accountabilitytesting,ets
Fol:∃x (Develops(ets, x) ∧ StateWideAssesment(x) ∧ UsedFor(x, accountabilitytesting))
Conclusion:
Text:ETS develops assessments for K-12 statewide as well as entry to US tertiary and quaternary education institutions.
Predicates:
StateWideAssesment(x),Develops(x,y),AssociatedWith(x,y)
Constants:
entrytouseducationinstitutions,ets
Fol:∃x (Develops(ets, x) ∧ (StateWideAssesment(x) ∨ AssociatedWith(x, entrytouseducationinstitutions)))"
"Premises:
1.All people who enjoy eating gelato ice cream would enjoy a vacation to Italy.
2.There are no people who can resist the hallmark delectable drinks and desserts that are famed in Italy.
3.People either enjoy eating gelato ice cream or love to travel and vacation often.
4.If people often take study abroad semesters to Europe, then they do not regret their college experiences.
5.If people love to travel and vacation often, then they often take study abroad semesters to Europe.
6.Robert either enjoys eating gelato ice cream and loves to travel and vacation often, or he neither enjoys eating gelato ice cream nor loves to travel and vacation often.

Conclusion:
Robert can resist the hallmark delectable drinks and desserts that are famed in Italy.","We can get these predicates:
Gelato(x),Italy(x),Resist(x),Travel(x),Europe(x),Regret(x)
We can get these constants:
robert
Let's translate one by one.
Premises:
1.Text:All people who enjoy eating gelato ice cream would enjoy a vacation to Italy.
Predicates:
Italy(x),Gelato(x)
Fol:∀x (Gelato(x) → Italy(x))
2.Text:There are no people who can resist the hallmark delectable drinks and desserts that are famed in Italy.
Predicates:
Resist(x)
Fol:∀x (¬Resist(x))
3.Text:People either enjoy eating gelato ice cream or love to travel and vacation often.
Predicates:
Gelato(x),Travel(x)
Fol:∀x (Gelato(x) ∨ Travel(x))
4.Text:If people often take study abroad semesters to Europe, then they do not regret their college experiences.
Predicates:
Regret(x),Europe(x)
Fol:∀x (Europe(x) → ¬Regret(x))
5.Text:If people love to travel and vacation often, then they often take study abroad semesters to Europe.
Predicates:
Europe(x),Travel(x)
Fol:∀x (Travel(x) → Europe(x))
6.Text:Robert either enjoys eating gelato ice cream and loves to travel and vacation often, or he neither enjoys eating gelato ice cream nor loves to travel and vacation often.
Predicates:
Gelato(x),Travel(x)
Constants:
robert
Fol:(Gelato(robert) ∧ Travel(robert)) ∨ (¬Gelato(robert) ∧ ¬Travel(robert))
Conclusion:
Text:Robert can resist the hallmark delectable drinks and desserts that are famed in Italy.
Predicates:
Resist(x)
Constants:
robert
Fol:Resist(robert)"
"Premises:
1.The installment sales method is the approach to recognize revenue under the US GAAP.
2.In accrual accounting, revenues are recognized when they are realized.
3.In cash accounting, revenues are recognized when cash is received.
4.The US GAAP is the accounting standard developed and used by the US Securities and Exchange Commission.
5.Sally works for the US Securities and Exchange Commission.

Conclusion:
Sally does not work for a company that uses the GAAP.","We can get these predicates:
UsesGAAP(x),UsesInstallmentMethod(x),UsesAccruralAccounting(x),RecognizedWhen(x,y),UsesCashAccounting(x),DevelopedBy(x,y),WorksFor(x,y)
We can get these constants:
sally,ussecuritiesandexchangecommission
Let's translate one by one.
Premises:
1.Text:The installment sales method is the approach to recognize revenue under the US GAAP.
Predicates:
UsesInstallmentMethod(x),UsesGAAP(x)
Fol:∀x (UsesGAAP(x) → UsesInstallmentMethod(x))
2.Text:In accrual accounting, revenues are recognized when they are realized.
Predicates:
RecognizedWhen(x,y),UsesAccruralAccounting(x)
Constants:
revenues,realized
Fol:∀x (UsesAccruralAccounting(x) → RecognizedWhen(revenues, realized))
3.Text:In cash accounting, revenues are recognized when cash is received.
Predicates:
RecognizedWhen(x,y),UsesCashAccounting(x)
Constants:
cashrecieved,revenues
Fol:∀x (UsesCashAccounting(x) → RecognizedWhen(revenues, cashrecieved))
4.Text:The US GAAP is the accounting standard developed and used by the US Securities and Exchange Commission.
Predicates:
UsesGAAP(x),DevelopedBy(x,y)
Constants:
usgaap,ussecuritiesandexchangecommission
Fol:DevelopedBy(usgaap, ussecuritiesandexchangecommission) ∧ UsesGAAP(ussecuritiesandexchangecommission)
5.Text:Sally works for the US Securities and Exchange Commission.
Predicates:
WorksFor(x,y)
Constants:
sally,ussecuritiesandexchangecommission
Fol:WorksFor(sally, ussecuritiesandexchangecommission)
Conclusion:
Text:Sally does not work for a company that uses the GAAP.
Predicates:
UsesGAAP(x),WorksFor(x,y)
Constants:
sally
Fol:¬∃x (WorksFor(sally, x) ∧ UsesGAAP(x))"
"Premises:
1.Evangelos Eleftheriou is a Greek electrical engineer.
2.Evangelos Eleftheriou worked for IBM in Zurich.
3.If a company has employees working for them somewhere, then they have an office there.
4.IBM is a company.

Conclusion:
No Greeks have worked for IBM.","We can get these predicates:
Greek(x),ElectricalEngineer(x),WorkedFor(x,y),WorkedIn(x,y),Company(x),HasOfficeIn(x,y)
We can get these constants:
ibm
Let's translate one by one.
Premises:
1.Text:Evangelos Eleftheriou is a Greek electrical engineer.
Predicates:
Greek(x),ElectricalEngineer(x)
Constants:
evangeloseleftheriou
Fol:Greek(evangeloseleftheriou) ∧ ElectricalEngineer(evangeloseleftheriou)
2.Text:Evangelos Eleftheriou worked for IBM in Zurich.
Predicates:
WorkedIn(x,y),WorkedFor(x,y)
Constants:
ibm,evangeloseleftheriou
Fol:WorkedFor(evangeloseleftheriou, ibm) ∧ WorkedIn(evangeloseleftheriou, zurich)
3.Text:If a company has employees working for them somewhere, then they have an office there.
Predicates:
HasOfficeIn(x,y),WorkedFor(x,y),WorkedIn(x,y),Company(x)
Fol:∀x ∀x ∀z (Company(x) ∧ WorkedFor(y, x) ∧ WorkedIn(y, z) → HasOfficeIn(x, z))
4.Text:IBM is a company.
Predicates:
Company(x)
Constants:
ibm
Fol:Company(ibm)
Conclusion:
Text:No Greeks have worked for IBM.
Predicates:
Greek(x),WorkedFor(x,y)
Constants:
ibm
Fol:¬∃x (Greek(x) ∧ WorkedFor(x, ibm))"
